model,price,transmission,mileage,fuelType,tax,mpg,engineSize
 4 Series,19950,Manual,19506,Petrol,145,40.9,2
 3 Series,26750,Automatic,8482,Petrol,145,41.5,3
 5 Series,28500,Automatic,9676,Hybrid,135,156.9,2
 1 Series,17350,Automatic,14386,Petrol,145,54.3,1.5
 5 Series,20850,Automatic,22247,Diesel,145,68.9,2
 2 Series,13450,Manual,36359,Diesel,20,68.9,1.5
 1 Series,20950,Automatic,5573,Diesel,145,65.7,2
 1 Series,15750,Manual,9943,Diesel,145,78.5,1.5
 2 Series,21550,Automatic,6498,Diesel,150,67.3,2
 3 Series,18550,Manual,7478,Petrol,150,49.6,1.5
 3 Series,20000,Automatic,51497,Diesel,160,51.4,3
 2 Series,30000,Automatic,4900,Diesel,145,62.8,2
 1 Series,19750,Automatic,7841,Diesel,145,67.3,2
 2 Series,18950,Manual,9806,Petrol,145,40.4,1.5
 2 Series,19750,Automatic,5141,Petrol,145,39.2,1.5
 3 Series,22750,Automatic,7005,Petrol,145,44.8,2
 4 Series,18950,Automatic,30145,Diesel,145,58.9,2
 1 Series,20000,Automatic,5011,Diesel,145,67.3,2
 1 Series,17500,Automatic,9020,Diesel,150,65.7,2
 3 Series,20550,Automatic,26047,Petrol,200,41.5,3
 4 Series,17500,Manual,39256,Diesel,145,62.8,2
 4 Series,25950,Automatic,296,Petrol,145,48.7,2
 3 Series,25950,Automatic,1517,Diesel,145,64.2,2
 3 Series,41850,Automatic,111,Petrol,145,34.9,3
 1 Series,15989,Automatic,7892,Petrol,145,55.5,1.5
 2 Series,25000,Automatic,4000,Petrol,145,47.9,2
 4 Series,30000,Automatic,4500,Diesel,145,60.1,2
 5 Series,30000,Automatic,6172,Diesel,145,62.8,2
 3 Series,37250,Automatic,101,Diesel,145,47.9,3
 2 Series,25000,Automatic,101,Petrol,145,47.9,2
 3 Series,12878,Automatic,49620,Diesel,20,74.3,2
 4 Series,19999,Automatic,14408,Petrol,145,48.7,2
 3 Series,11309,Automatic,64797,Diesel,0,74.3,2
 3 Series,26950,Automatic,12777,Diesel,145,53.3,3
 2 Series,16950,Automatic,22876,Petrol,160,44.1,2
 3 Series,22150,Automatic,6272,Diesel,145,51.4,3
 3 Series,19850,Automatic,11505,Petrol,145,51.4,1.5
 5 Series,26550,Automatic,10770,Diesel,145,62.8,2
 3 Series,10999,Manual,57693,Petrol,160,44.1,2
 3 Series,10200,Manual,60465,Diesel,20,68.9,2
 3 Series,21150,Automatic,17059,Hybrid,135,134.5,2
 4 Series,19500,Automatic,41553,Diesel,160,50.4,3
 1 Series,10494,Manual,41399,Diesel,20,72.4,1.5
 1 Series,10648,Manual,36669,Diesel,0,83.1,1.5
 3 Series,13042,Automatic,53760,Diesel,20,70.6,2
 4 Series,27950,Automatic,4900,Petrol,145,48.7,2
 4 Series,27950,Automatic,4700,Diesel,145,58.9,2
 4 Series,26750,Automatic,8018,Petrol,145,45.6,2
 2 Series,23450,Automatic,6127,Diesel,145,49.6,2
 1 Series,14950,Manual,14735,Diesel,145,78.5,1.5
 4 Series,20999,Automatic,23312,Diesel,145,55.4,3
 3 Series,19499,Automatic,24472,Diesel,30,62.8,2
 3 Series,19299,Automatic,33206,Diesel,160,51.4,3
 4 Series,16689,Automatic,44982,Petrol,145,48.7,2
 4 Series,17499,Manual,26031,Diesel,30,62.8,2
 2 Series,11647,Manual,43960,Diesel,30,62.8,2
 2 Series,14908,Automatic,21062,Petrol,200,43.5,2
 3 Series,16559,Automatic,42199,Diesel,160,49.6,3
 5 Series,10999,Automatic,89693,Diesel,125,57.6,2
 5 Series,28500,Automatic,11162,Diesel,145,60.1,3
 5 Series,15797,Automatic,33689,Diesel,30,62.8,2
 3 Series,12692,Manual,33179,Petrol,200,43.5,2
 3 Series,16220,Manual,28796,Petrol,125,45.6,2
 2 Series,13227,Automatic,29236,Petrol,145,47.1,2
 3 Series,28500,Automatic,6072,Petrol,145,45.6,2
 3 Series,20950,Automatic,26916,Diesel,125,57.6,2
 4 Series,25000,Automatic,8016,Diesel,145,60.1,2
 3 Series,20500,Automatic,28580,Diesel,145,51.4,3
 1 Series,10499,Manual,24877,Diesel,0,83.1,1.5
 4 Series,17557,Automatic,36564,Diesel,145,65.7,2
 5 Series,25850,Automatic,7999,Petrol,145,50.4,2
 3 Series,23950,Automatic,7951,Petrol,150,47.9,2
 3 Series,28500,Automatic,5109,Petrol,150,42.2,2
 3 Series,13350,Automatic,42686,Diesel,125,60.1,2
 1 Series,9600,Manual,60586,Diesel,125,58.9,2
 1 Series,6500,Manual,58480,Diesel,125,58.9,2
 4 Series,14699,Manual,28334,Diesel,125,58.9,2
 1 Series,14275,Automatic,9078,Diesel,145,72.4,1.5
 1 Series,10999,Automatic,65141,Diesel,0,74.3,2
 1 Series,9899,Manual,32102,Petrol,145,50.4,1.6
 1 Series,9145,Manual,48399,Diesel,30,65.7,2
 3 Series,17850,Automatic,28702,Hybrid,0,134.5,2
 1 Series,15881,Manual,9774,Petrol,145,37.2,1.5
 3 Series,13999,Automatic,32986,Diesel,0,74.3,2
 1 Series,15989,Automatic,7880,Petrol,145,55.5,1.5
 3 Series,15899,Automatic,33642,Diesel,30,64.2,2
 4 Series,16299,Automatic,73740,Diesel,145,55.4,3
 3 Series,13999,Automatic,30585,Petrol,160,45.6,1.6
 2 Series,16999,Automatic,39573,Petrol,260,37.2,3
 3 Series,17399,Automatic,29433,Diesel,145,62.8,2
 5 Series,16899,Automatic,18641,Petrol,200,43.5,2
 5 Series,11999,Automatic,71973,Diesel,30,62.8,2
 5 Series,23200,Automatic,9621,Diesel,145,68.9,2
 1 Series,17999,Automatic,8064,Petrol,235,37.7,3
 4 Series,17799,Automatic,20986,Diesel,125,60.1,2
 4 Series,16399,Automatic,58488,Diesel,160,50.4,3
 1 Series,14399,Manual,16518,Petrol,145,37.7,1.5
 3 Series,19999,Automatic,22510,Diesel,145,64.2,2
 3 Series,16479,Automatic,25709,Diesel,125,60.1,2
 3 Series,13799,Automatic,47262,Diesel,30,62.8,2
 4 Series,17999,Automatic,21280,Petrol,145,48.7,2
 5 Series,15995,Automatic,28608,Diesel,30,62.8,2
 3 Series,16699,Automatic,45089,Hybrid,0,134.5,2
 3 Series,17699,Automatic,23814,Diesel,145,64.2,2
 1 Series,11999,Manual,32140,Diesel,145,72.4,1.5
 3 Series,13999,Manual,52713,Diesel,30,64.2,2
 1 Series,15199,Manual,8807,Petrol,145,53.3,1.5
 5 Series,11982,Automatic,60702,Diesel,125,57.6,2
 1 Series,9765,Automatic,52799,Diesel,30,64.2,2
 2 Series,20000,Automatic,18673,Diesel,145,47.1,2
 4 Series,20499,Automatic,9629,Petrol,145,45.6,2
 3 Series,11999,Automatic,29595,Diesel,30,62.8,2
 3 Series,13699,Automatic,72111,Diesel,30,62.8,2
 3 Series,22425,Automatic,4136,Petrol,145,46.3,2
 3 Series,17999,Automatic,31621,Diesel,145,53.3,3
 3 Series,10399,Manual,62714,Diesel,30,62.8,2
 5 Series,13541,Automatic,67000,Diesel,145,55.4,2
 3 Series,13941,Automatic,41969,Diesel,30,67.3,2
 5 Series,11599,Automatic,58995,Diesel,200,48.7,3
 5 Series,16499,Automatic,33370,Diesel,125,60.1,2
 3 Series,11299,Manual,54662,Diesel,30,67.3,2
 1 Series,15989,Automatic,5553,Petrol,145,55.5,1.5
 3 Series,11385,Manual,46417,Diesel,30,62.8,2
 2 Series,14999,Manual,18483,Petrol,145,50.4,1.5
 2 Series,15999,Automatic,63039,Hybrid,0,135.5,1.5
 4 Series,15600,Automatic,43290,Diesel,30,65.7,2
 4 Series,15700,Automatic,30401,Diesel,145,53.3,3
 1 Series,12399,Manual,25651,Petrol,125,52.3,1.5
 1 Series,10999,Manual,42169,Petrol,145,50.4,1.6
 3 Series,12999,Automatic,49018,Diesel,20,70.6,2
 1 Series,15999,Automatic,18899,Diesel,145,49.6,2
 3 Series,10699,Automatic,40022,Diesel,30,62.8,2
 1 Series,11800,Manual,43334,Diesel,30,65.7,2
 3 Series,12523,Automatic,31028,Petrol,200,43.5,2
 3 Series,18511,Automatic,19857,Petrol,145,48.7,2
 2 Series,11799,Manual,14264,Petrol,160,44.8,2
 1 Series,12392,Automatic,27986,Diesel,20,70.6,2
 3 Series,19299,Automatic,15873,Diesel,145,54.3,3
 1 Series,22699,Automatic,14754,Petrol,145,39.8,3
 1 Series,8999,Manual,59828,Diesel,20,72.4,1.5
 1 Series,11545,Manual,22780,Diesel,0,83.1,1.5
 3 Series,14999,Automatic,48380,Diesel,30,64.2,2
 1 Series,15214,Manual,16002,Petrol,145,52.3,1.5
 1 Series,19499,Automatic,8316,Diesel,145,44.1,2
 1 Series,10999,Manual,17544,Petrol,125,53.3,1.5
 3 Series,10559,Manual,64107,Diesel,30,61.4,2
 4 Series,19600,Automatic,19293,Diesel,145,65.7,2
 1 Series,15642,Automatic,47361,Petrol,235,37.7,3
 5 Series,15499,Automatic,34599,Diesel,30,62.8,2
 5 Series,20999,Automatic,35431,Diesel,145,65.7,2
 3 Series,14199,Automatic,62051,Diesel,145,56.5,3
 3 Series,18500,Automatic,29130,Hybrid,135,148.7,2
 3 Series,10145,Manual,55851,Diesel,20,68.9,2
 3 Series,14596,Manual,18271,Petrol,160,45.6,2
 3 Series,14022,Automatic,72820,Hybrid,0,134.5,2
 3 Series,8999,Automatic,69172,Diesel,20,68.9,2
 2 Series,11499,Manual,48937,Diesel,30,62.8,2
 5 Series,13254,Automatic,68816,Diesel,30,62.8,2
 1 Series,10499,Manual,23893,Diesel,0,83.1,1.5
 1 Series,13799,Manual,22072,Diesel,145,65.7,2
 3 Series,8545,Manual,78112,Diesel,30,61.4,2
 1 Series,11499,Manual,53716,Diesel,30,62.8,2
 2 Series,12148,Manual,21752,Petrol,125,52.3,1.5
 5 Series,18220,Automatic,83352,Diesel,145,65.7,2
 1 Series,12099,Manual,31321,Diesel,30,64.2,2
 4 Series,20999,Automatic,30040,Diesel,160,50.4,3
 4 Series,17999,Automatic,26839,Diesel,30,65.7,2
 1 Series,10699,Manual,47210,Diesel,0,83.1,1.5
 1 Series,9099,Manual,75924,Diesel,30,65.7,2
 5 Series,23699,Automatic,16042,Diesel,145,68.9,2
 5 Series,14499,Automatic,35644,Diesel,20,68.9,2
 2 Series,12499,Manual,36479,Diesel,125,58.9,2
 1 Series,15989,Automatic,5504,Petrol,145,55.5,1.5
 1 Series,9699,Manual,36713,Diesel,0,78.5,1.5
 1 Series,17500,Automatic,24299,Petrol,235,37.7,3
 4 Series,12699,Manual,50348,Diesel,125,58.9,2
 4 Series,17199,Automatic,31919,Diesel,30,65.7,2
 1 Series,20999,Automatic,24205,Petrol,145,39.8,3
 5 Series,23399,Automatic,20093,Diesel,145,68.9,2
 3 Series,20599,Automatic,22478,Petrol,145,47.9,2
 3 Series,14499,Manual,28656,Petrol,145,47.9,2
 1 Series,14699,Automatic,22190,Diesel,20,68.9,1.5
 2 Series,11399,Manual,32940,Diesel,30,62.8,2
 5 Series,12500,Automatic,35677,Diesel,30,62.8,2
 3 Series,13787,Automatic,46735,Diesel,30,65.7,2
 5 Series,12899,Automatic,76096,Diesel,125,60.1,2
 1 Series,11799,Manual,37549,Diesel,20,70.6,1.5
 1 Series,5999,Manual,70876,Diesel,145,56.5,2
 3 Series,12761,Manual,34239,Diesel,20,72.4,2
 3 Series,10688,Automatic,43771,Diesel,30,62.8,2
 1 Series,6450,Manual,90000,Diesel,30,65.7,2
 3 Series,6490,Automatic,81000,Diesel,145,53.3,2
 3 Series,5490,Manual,77523,Diesel,30,62.8,2
 1 Series,8490,Manual,70160,Diesel,125,60.1,2
 3 Series,9990,Manual,44000,Diesel,20,68.9,2
 3 Series,7990,Manual,34915,Petrol,165,44.8,2
 3 Series,19999,Automatic,16882,Diesel,145,62.8,2
 3 Series,11470,Manual,37030,Diesel,30,62.8,2
 4 Series,17940,Automatic,38013,Diesel,145,60.1,2
 2 Series,12940,Manual,55272,Diesel,30,64.2,2
 4 Series,23470,Automatic,15307,Diesel,145,52.3,3
 1 Series,7240,Manual,89462,Diesel,30,62.8,2
 1 Series,7940,Manual,54811,Diesel,125,60.1,2
 1 Series,9990,Manual,48165,Diesel,30,64.2,2
 3 Series,6290,Manual,72082,Diesel,125,60.1,2
 3 Series,14699,Automatic,64523,Diesel,160,51.4,3
 5 Series,21000,Automatic,20789,Petrol,145,50.4,2
 4 Series,20000,Automatic,14282,Petrol,145,48.7,2
 3 Series,15899,Automatic,27562,Diesel,145,56.5,3
 5 Series,24299,Automatic,9273,Diesel,145,68.9,2
 5 Series,23000,Automatic,10740,Diesel,145,65.7,2
 5 Series,10100,Automatic,89028,Diesel,125,57.6,2
 4 Series,16999,Automatic,46028,Diesel,125,58.9,2
 3 Series,9943,Manual,52438,Diesel,125,60.1,2
 1 Series,14000,Manual,8228,Diesel,145,68.9,2
 2 Series,9989,Manual,43201,Diesel,20,68.9,2
 5 Series,11930,Automatic,89986,Diesel,125,60.1,2
 2 Series,11940,Automatic,78913,Diesel,30,62.8,2
 1 Series,7450,Automatic,75000,Diesel,165,52.3,2
 1 Series,14940,Manual,13000,Petrol,150,52.3,1.5
 1 Series,9834,Manual,55018,Diesel,20,65.7,2
 5 Series,13440,Automatic,59775,Diesel,30,62.8,2
 1 Series,7940,Manual,67916,Diesel,30,65.7,2
 5 Series,9249,Automatic,94938,Diesel,240,43.5,3
 2 Series,12540,Manual,81145,Diesel,30,62.8,2
 4 Series,12789,Manual,85366,Diesel,145,62.8,2
 5 Series,16440,Automatic,37323,Diesel,125,60.1,2
 2 Series,14470,Automatic,16000,Diesel,30,67.3,2
 5 Series,21940,Automatic,53519,Other,135,156.9,2
 1 Series,3940,Manual,68000,Petrol,150,48.7,1.6
 1 Series,7440,Manual,75323,Petrol,145,49.6,1.6
 1 Series,7340,Manual,85871,Petrol,145,49.6,1.6
 1 Series,8940,Manual,79675,Diesel,0,83.1,1.5
 1 Series,8869,Manual,62574,Diesel,0,83.1,1.5
 3 Series,18439,Automatic,32731,Hybrid,0,134.5,2
 1 Series,12338,Manual,15770,Diesel,0,83.1,1.5
 4 Series,17899,Automatic,23413,Petrol,235,38.2,3
 5 Series,16695,Automatic,39727,Diesel,125,60.1,2
 1 Series,10250,Manual,46717,Petrol,125,53.3,1.5
 1 Series,10790,Manual,29550,Petrol,125,53.3,1.5
 1 Series,11250,Manual,30846,Petrol,125,53.3,1.5
 1 Series,11750,Manual,12600,Petrol,125,53.3,1.5
 1 Series,6950,Automatic,96596,Diesel,30,64.2,2
 4 Series,12970,Manual,40276,Diesel,30,67.3,2
 3 Series,10230,Automatic,98381,Diesel,125,60.1,2
 2 Series,13470,Automatic,67062,Diesel,145,51.4,2
 3 Series,9490,Automatic,56000,Diesel,30,62.8,2
 5 Series,6470,Automatic,75000,Diesel,330,35.8,2.5
 4 Series,17430,Automatic,55381,Diesel,145,53.3,3
 2 Series,13940,Automatic,79983,Diesel,20,68.9,2
 2 Series,12440,Manual,32218,Diesel,145,65.7,1.5
 4 Series,11570,Manual,78217,Diesel,30,67.3,2
 5 Series,12980,Automatic,60337,Diesel,20,68.9,2
 3 Series,16940,Manual,10000,Petrol,150,52.3,1.5
 4 Series,18640,Automatic,21000,Diesel,150,55.4,3
 3 Series,14440,Automatic,48000,Diesel,125,57.6,3
 1 Series,14670,Automatic,26000,Petrol,125,54.3,1.5
 1 Series,9970,Manual,82000,Diesel,150,72.4,1.5
 3 Series,9940,Manual,83000,Diesel,30,61.4,2
 5 Series,15940,Automatic,66652,Diesel,160,51.4,3
 3 Series,8470,Manual,67869,Diesel,125,60.1,2
 1 Series,4490,Manual,79903,Diesel,30,62.8,2
 3 Series,10240,Automatic,37089,Petrol,160,47.1,2
 3 Series,12440,Manual,59158,Diesel,30,67.3,2
 1 Series,12340,Manual,51727,Petrol,125,52.3,1.5
 4 Series,15440,Manual,24083,Petrol,160,46.3,2
 3 Series,11690,Automatic,69002,Diesel,125,60.1,2
 3 Series,15940,Automatic,32997,Diesel,145,67.3,2
 3 Series,15490,Manual,38631,Diesel,145,62.8,2
 1 Series,9270,Automatic,53000,Diesel,30,62.8,2
 2 Series,14990,Manual,46527,Diesel,125,60.1,2
 3 Series,11970,Automatic,89001,Diesel,30,64.2,2
 1 Series,9440,Manual,71000,Diesel,0,83.1,1.5
 3 Series,9790,Manual,76218,Diesel,30,64.2,2
 3 Series,11490,Manual,65386,Petrol,125,52.3,1.5
 3 Series,17240,Automatic,40739,Diesel,145,64.2,2
 3 Series,12189,Manual,33902,Diesel,30,65.7,2
 1 Series,13299,Manual,39077,Diesel,30,65.7,2
 1 Series,12415,Manual,17724,Diesel,145,83.1,1.5
 1 Series,13999,Automatic,48828,Petrol,235,37.7,3
 3 Series,17940,Automatic,28136,Diesel,145,53.3,3
 4 Series,18970,Automatic,43306,Diesel,160,51.4,3
 3 Series,16940,Automatic,41115,Diesel,165,51.4,3
 5 Series,13290,Automatic,62125,Diesel,150,55.4,2
 3 Series,19940,Automatic,27246,Diesel,145,64.2,2
 3 Series,21299,Automatic,19351,Diesel,145,51.4,3
 3 Series,12579,Automatic,50750,Diesel,125,57.6,2
 1 Series,22000,Automatic,18225,Petrol,145,32.5,3
 4 Series,17940,Automatic,27069,Petrol,165,45.6,2
 3 Series,17650,Manual,17170,Diesel,150,60.1,2
 1 Series,9250,Manual,55760,Diesel,30,65.7,2
 3 Series,16970,Automatic,42938,Diesel,200,49.6,3
 1 Series,10670,Automatic,53436,Diesel,30,64.2,2
 4 Series,19970,Automatic,44558,Diesel,145,50.4,3
 2 Series,17940,Manual,9369,Diesel,145,60.1,2
 5 Series,5970,Automatic,116882,Diesel,150,54.3,2
 1 Series,9270,Manual,62346,Diesel,0,78.5,1.5
 5 Series,8470,Automatic,84726,Diesel,145,54.3,2
 5 Series,24970,Automatic,10628,Petrol,150,47.9,2
 1 Series,15997,Automatic,52874,Petrol,235,37.7,3
 1 Series,11997,Manual,10624,Diesel,0,83.1,1.5
 3 Series,13940,Automatic,69986,Diesel,145,53.3,3
 3 Series,18770,Automatic,26108,Diesel,145,53.3,3
 2 Series,16470,Semi-Auto,18323,Diesel,145,56.5,1.5
 5 Series,9690,Automatic,71375,Diesel,125,57.6,2
 4 Series,22770,Automatic,13623,Diesel,145,58.9,2
 3 Series,12970,Manual,32046,Diesel,20,68.9,2
 3 Series,14497,Manual,61093,Petrol,150,45.6,2
 1 Series,11497,Manual,72000,Petrol,305,35.3,3
 2 Series,13970,Manual,27034,Petrol,150,48.7,1.5
 2 Series,14270,Manual,10874,Petrol,125,50.4,1.5
 1 Series,10340,Manual,38936,Diesel,20,72.4,1.5
 3 Series,13190,Manual,19871,Diesel,20,72.4,2
 3 Series,14495,Automatic,43838,Diesel,125,61.4,2
 3 Series,5995,Manual,47125,Diesel,125,58.9,2
 1 Series,10990,Manual,69000,Diesel,30,62.8,2
 1 Series,4990,Manual,83844,Diesel,30,62.8,2
 3 Series,24850,Automatic,7438,Petrol,145,42.2,2
 3 Series,24450,Automatic,23150,Diesel,150,52.3,2
 2 Series,22950,Automatic,8225,Diesel,150,61.4,2
 2 Series,19250,Automatic,20682,Hybrid,140,135.5,1.5
 3 Series,27750,Automatic,4879,Petrol,150,41.5,2
 3 Series,14250,Automatic,40528,Diesel,30,62.8,2
 5 Series,22350,Automatic,30141,Diesel,145,60.1,2
 2 Series,15250,Automatic,13311,Petrol,145,61.4,2
 4 Series,23250,Automatic,10847,Diesel,145,65.7,2
 4 Series,23350,Automatic,9564,Diesel,145,65.7,2
 3 Series,14950,Automatic,49967,Diesel,30,62.8,2
 1 Series,16139,Manual,5531,Petrol,145,37.2,1.5
 3 Series,15300,Automatic,46626,Hybrid,0,134.5,2
 5 Series,22900,Automatic,12568,Petrol,145,47.9,2
 2 Series,15950,Automatic,39758,Diesel,145,62.8,2
 5 Series,36250,Automatic,8062,Diesel,145,51.4,3
 1 Series,13450,Automatic,35835,Diesel,150,70.6,2
 1 Series,23450,Automatic,12725,Petrol,145,39.8,3
 2 Series,18350,Manual,16606,Petrol,150,52.3,1.5
 2 Series,16512,Automatic,21284,Petrol,145,48.7,2
 4 Series,19495,Manual,7621,Diesel,150,62.8,2
 3 Series,17488,Manual,29384,Petrol,145,47.9,2
 1 Series,23499,Automatic,9112,Petrol,145,39.8,3
 3 Series,11205,Manual,47735,Petrol,160,44.8,2
 1 Series,10989,Manual,31319,Diesel,20,72.4,1.5
 5 Series,11899,Automatic,38705,Diesel,125,60.1,2
 3 Series,17541,Automatic,24536,Petrol,145,48.7,2
 4 Series,22995,Automatic,29989,Diesel,150,49.6,3
 1 Series,5490,Manual,131347,Diesel,0,74.3,1.6
 3 Series,17490,Manual,23828,Diesel,145,64.2,2
 1 Series,8788,Manual,81750,Diesel,20,72.4,1.5
 3 Series,14495,Automatic,23123,Petrol,145,54.3,1.5
 3 Series,2888,Manual,133175,Petrol,300,36.2,2
 1 Series,10490,Manual,21563,Petrol,150,50.4,1.6
 1 Series,11991,Automatic,108000,Petrol,150,47.9,2
 1 Series,8393,Manual,82000,Diesel,0,83.1,1.5
 3 Series,3493,Manual,190000,Diesel,20,68.9,2
 1 Series,9991,Automatic,94000,Diesel,30,62.8,2
 2 Series,13895,Manual,49631,Diesel,145,64.2,2
 3 Series,17450,Automatic,45000,Diesel,160,51.4,3
 4 Series,23250,Automatic,10324,Diesel,145,65.7,2
 4 Series,13499,Automatic,32247,Petrol,160,44.8,2
 4 Series,19995,Automatic,36710,Petrol,265,37.2,3
 3 Series,6985,Automatic,98630,Petrol,240,39.2,3
 2 Series,28950,Manual,1688,Petrol,145,43.5,1.5
 2 Series,35950,Automatic,4597,Petrol,145,36.2,2
 3 Series,40000,Automatic,9991,Diesel,150,43.5,3
 4 Series,16150,Automatic,46545,Diesel,30,65.7,2
 3 Series,18199,Manual,13503,Diesel,145,64.2,2
 3 Series,12999,Manual,52224,Diesel,125,62.8,2
 3 Series,17532,Automatic,36157,Hybrid,0,134.5,2
 1 Series,14450,Automatic,59198,Petrol,235,37.7,3
 4 Series,23350,Automatic,9189,Diesel,145,65.7,2
 1 Series,10499,Manual,40428,Diesel,0,78.5,1.5
 1 Series,10999,Manual,47208,Diesel,30,62.8,2
 3 Series,11299,Manual,54788,Diesel,20,68.9,2
 3 Series,14999,Automatic,78446,Hybrid,0,134.5,2
 3 Series,16899,Automatic,72974,Diesel,160,51.4,3
 1 Series,8999,Manual,58918,Diesel,0,83.1,1.5
 1 Series,10699,Manual,35845,Diesel,0,83.1,1.5
 5 Series,12899,Automatic,85547,Diesel,160,51.4,3
 3 Series,10499,Manual,68738,Diesel,20,68.9,2
 1 Series,9399,Manual,84179,Diesel,30,65.7,2
 5 Series,15999,Automatic,28084,Diesel,30,62.8,2
 2 Series,13299,Manual,45166,Diesel,145,65.7,2
 2 Series,21499,Automatic,17173,Petrol,200,39.8,3
 1 Series,11349,Manual,33215,Diesel,0,78.5,1.5
 2 Series,21499,Automatic,19502,Petrol,145,39.8,3
 3 Series,14399,Manual,34278,Diesel,30,64.2,2
 3 Series,24850,Automatic,10633,Petrol,145,42.2,2
 3 Series,19399,Automatic,22317,Hybrid,0,134.5,2
 2 Series,17299,Automatic,27519,Petrol,160,44.1,2
 2 Series,13675,Automatic,36792,Petrol,125,51.4,1.5
 2 Series,16499,Automatic,12301,Petrol,145,51.4,1.5
 3 Series,17980,Automatic,48947,Hybrid,0,134.5,2
 4 Series,12499,Automatic,80450,Diesel,145,56.5,2
 4 Series,15499,Automatic,78792,Diesel,30,65.7,2
 3 Series,9999,Automatic,86364,Diesel,145,55.4,3
 3 Series,12799,Automatic,29500,Diesel,30,62.8,2
 1 Series,13089,Automatic,29657,Diesel,20,67.3,2
 1 Series,18999,Automatic,19908,Petrol,235,37.7,3
 5 Series,10117,Manual,94419,Diesel,30,65.7,2
 4 Series,14899,Manual,42560,Diesel,30,62.8,2
 1 Series,9899,Manual,56370,Petrol,145,50.4,1.6
 5 Series,22119,Automatic,25399,Diesel,145,65.7,2
 1 Series,8149,Manual,69190,Diesel,30,65.7,1.6
 1 Series,14011,Manual,22677,Diesel,145,65.7,2
 1 Series,13235,Automatic,54013,Diesel,30,62.8,2
 5 Series,11850,Automatic,65359,Diesel,125,57.6,2
 3 Series,10999,Manual,39245,Diesel,20,68.9,2
 3 Series,10875,Automatic,95521,Diesel,145,70.6,2
 3 Series,13399,Manual,40219,Diesel,125,61.4,2
 2 Series,13499,Manual,44011,Petrol,125,50.4,1.5
 2 Series,11499,Manual,37537,Petrol,125,52.3,1.5
 3 Series,13699,Automatic,85188,Diesel,145,53.3,3
 1 Series,13499,Manual,29690,Petrol,125,52.3,1.5
 1 Series,8454,Manual,76241,Diesel,0,83.1,1.5
 1 Series,15899,Manual,25791,Petrol,145,52.3,1.5
 1 Series,11399,Manual,24820,Diesel,0,78.5,1.5
 3 Series,10999,Automatic,79248,Diesel,0,74.3,2
 1 Series,9999,Manual,50232,Diesel,0,83.1,1.5
 2 Series,11999,Manual,56953,Diesel,30,64.2,2
 5 Series,22499,Automatic,13022,Diesel,145,60.1,3
 3 Series,6500,Manual,70418,Petrol,160,44.8,2
 3 Series,13199,Manual,42170,Diesel,30,67.3,2
 2 Series,18299,Automatic,22502,Diesel,145,55.4,2
 1 Series,13580,Manual,36994,Petrol,125,52.3,1.5
 1 Series,11299,Manual,29374,Petrol,125,53.3,1.5
 1 Series,14499,Manual,13388,Petrol,125,52.3,1.5
 1 Series,12869,Manual,23954,Petrol,125,52.3,1.5
 3 Series,18899,Automatic,19300,Diesel,160,51.4,3
 2 Series,10799,Manual,53653,Diesel,30,65.7,2
 2 Series,11699,Manual,29719,Diesel,0,74.3,1.5
 3 Series,8999,Manual,70968,Diesel,20,68.9,2
 4 Series,15500,Automatic,67429,Petrol,145,48.7,2
 3 Series,14887,Automatic,45716,Hybrid,0,134.5,2
 4 Series,13899,Automatic,34990,Diesel,30,65.7,2
 1 Series,9440,Automatic,48220,Diesel,30,62.8,2
 1 Series,9799,Manual,49096,Diesel,20,68.9,2
 3 Series,17106,Automatic,22019,Hybrid,0,148.7,2
 1 Series,11759,Manual,55987,Diesel,20,70.6,1.5
 4 Series,15999,Automatic,32558,Diesel,145,55.4,3
 3 Series,17799,Automatic,18506,Diesel,145,64.2,2
 2 Series,12449,Manual,23195,Diesel,20,74.3,1.5
 3 Series,9449,Manual,97758,Diesel,20,72.4,2
 1 Series,5993,Manual,113000,Diesel,0,74.3,1.6
 4 Series,21499,Automatic,16389,Diesel,145,51.4,3
 3 Series,13795,Automatic,57851,Diesel,30,64.2,2
 2 Series,10706,Manual,27562,Diesel,20,68.9,2
 5 Series,16610,Automatic,43316,Diesel,30,65.7,2
 4 Series,14999,Automatic,48891,Diesel,30,62.8,2
 1 Series,15989,Automatic,11153,Petrol,145,55.5,1.5
 4 Series,19352,Automatic,36220,Diesel,145,65.7,2
 4 Series,20000,Automatic,35042,Diesel,145,65.7,2
 1 Series,19000,Automatic,14759,Diesel,150,67.3,2
 3 Series,21000,Automatic,15871,Diesel,150,64.2,2
 3 Series,4495,Manual,138026,Petrol,205,42.8,2
 2 Series,13790,Manual,27255,Petrol,125,50.4,1.5
 1 Series,9749,Manual,57277,Diesel,0,78.5,1.5
 3 Series,9210,Automatic,98503,Diesel,30,65.7,2
 1 Series,9699,Manual,52811,Diesel,0,83.1,1.5
 2 Series,19559,Automatic,10131,Diesel,145,60.1,2
 3 Series,19988,Manual,10877,Petrol,150,47.9,2
 4 Series,27989,Automatic,10077,Petrol,150,39.2,3
 2 Series,13000,Automatic,38500,Diesel,20,68.9,2
 1 Series,15000,Automatic,46222,Petrol,145,47.9,2
 3 Series,13900,Automatic,52000,Petrol,205,43.5,2
